gid,lat,lng,time,duration
360610052001,40.736716,-73.990566,2017-09-27T13:08:14Z,416
360610052001,40.736716,-73.990566,2017-09-27T13:15:10Z,86
360610052002,40.737708,-73.991440,2017-09-27T13:16:36Z,103
360610054001,40.738203,-73.992840,2017-09-27T13:18:19Z,29
360610054001,40.73838,-73.993306,2017-09-27T13:18:48Z,15
360610054001,40.738431,-73.993443,2017-09-27T13:19:03Z,29
360610054001,40.738637,-73.993908,2017-09-27T13:19:32Z,24652
360610054001,40.738637,-73.993908,2017-09-27T20:10:24Z,1000
360610045001,40.719779,-74.001519,2017-09-27T20:27:04Z,0
360610045001,40.719779,-74.001519,2017-09-27T20:27:04Z,18
360610045001,40.719789,-74.001529,2017-09-27T20:27:22Z,20
360610045001,40.719791,-74.001531,2017-09-27T20:27:42Z,28
