gid,lat,lng,time,duration
36047011700,40.668271,-73.990599,2017-09-18T13:53:24Z,24
36047011700,40.668641,-73.990162,2017-09-18T13:53:48Z,24
36047013900,40.668907,-73.989822,2017-09-18T13:54:12Z,17
36047013900,40.669075,-73.989724,2017-09-18T13:54:29Z,16
36047013900,40.669271,-73.989571,2017-09-18T13:54:45Z,17
36047012100,40.669505,-73.989441,2017-09-18T13:55:02Z,23
36047013900,40.669708,-73.989215,2017-09-18T13:55:25Z,16
36047013900,40.66974,-73.989152,2017-09-18T13:55:41Z,21
36047012100,40.669856,-73.989164,2017-09-18T13:56:02Z,17
36047012100,40.669926,-73.989151,2017-09-18T13:56:19Z,27
36047012100,40.670013,-73.989063,2017-09-18T13:56:46Z,25
36047013900,40.670027,-73.988966,2017-09-18T13:57:11Z,0
36047013900,40.670027,-73.988966,2017-09-18T13:57:11Z,28
36047013900,40.669891,-73.988804,2017-09-18T13:57:39Z,18
36047013900,40.669892,-73.988803,2017-09-18T13:57:57Z,19
36047013900,40.669907,-73.988829,2017-09-18T13:58:16Z,24
36047013900,40.669925,-73.988866,2017-09-18T13:58:40Z,20
36047013900,40.669956,-73.988951,2017-09-18T13:59:00Z,42
36047012100,40.670018,-73.989118,2017-09-18T13:59:42Z,17
36047012100,40.670018,-73.989118,2017-09-18T13:59:59Z,1
36047012100,40.670018,-73.989118,2017-09-18T14:00:00Z,15
36047012100,40.670018,-73.989118,2017-09-18T14:00:15Z,72
36047012100,40.670009,-73.989156,2017-09-18T14:01:27Z,42
36047012100,40.670018,-73.989181,2017-09-18T14:02:09Z,19
36047012100,40.670011,-73.989145,2017-09-18T14:02:28Z,62
36047011900,40.672545,-73.993625,2017-09-18T14:03:30Z,147
36047007700,40.679483,-73.995539,2017-09-18T14:05:57Z,16
36047007700,40.679503,-73.995523,2017-09-18T14:06:13Z,199
36047006900,40.686481,-73.990553,2017-09-18T14:09:32Z,27
36047004300,40.687211,-73.990499,2017-09-18T14:09:59Z,476
36061001800,40.717893,-73.988540,2017-09-18T14:17:55Z,64
36061001800,40.717893,-73.988540,2017-09-18T14:18:59Z,3015
36061004100,40.719776,-73.998395,2017-09-18T15:09:14Z,50
36061004100,40.720275,-73.994101,2017-09-18T15:10:04Z,17
36061001800,40.720061,-73.993292,2017-09-18T15:10:21Z,16
36061001800,40.719462,-73.991376,2017-09-18T15:10:37Z,18
36061001800,40.719309,-73.990805,2017-09-18T15:10:55Z,19
36061001800,40.719165,-73.990271,2017-09-18T15:11:14Z,18
36061001800,40.719046,-73.989875,2017-09-18T15:11:32Z,18
36061001800,40.718731,-73.989005,2017-09-18T15:11:50Z,34
36061001402,40.718122,-73.986995,2017-09-18T15:12:24Z,33
